City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
314,Zhigansk,RU,66.7697,123.3711,-23.15,97,100,5.32,overcast clouds
315,Luderitz,NA,-26.6481,15.1594,66.18,82,94,6.55,overcast clouds
316,Ojinaga,MX,29.5667,-104.4167,44.42,36,0,3.44,clear sky
317,Northallerton,GB,54.339,-1.4324,46.29,76,75,18.41,broken clouds
318,Along,IN,28.1667,94.7667,52.5,83,41,0.56,scattered clouds
319,Melur,IN,10.05,78.3333,80.42,78,73,7.47,broken clouds
320,Bengkulu,ID,-3.8004,102.2655,74.26,93,100,11.41,overcast clouds
321,Koumra,TD,8.9126,17.5539,69.69,21,9,7.11,clear sky
322,Mapiripan,CO,2.8892,-72.1256,74.21,84,64,3.06,broken clouds
323,Shimoda,JP,34.6667,138.95,46.76,44,2,24.92,clear sky
324,Broome,US,42.2506,-75.833,6.17,67,19,1.99,few clouds
325,Raga,SS,8.4596,25.678,65.25,19,100,7.16,overcast clouds
326,Jumla,NP,29.2747,82.1838,40.42,28,0,1.7,clear sky
327,Baykit,RU,61.67,96.37,2.95,98,87,3.69,overcast clouds
328,Korla,CN,41.7597,86.1469,24.3,41,97,11.21,overcast clouds
329,Whitehorse,CA,60.7161,-135.0538,28.02,93,100,17.0,light snow
330,Eureka,US,40.8021,-124.1637,47.93,86,8,2.75,clear sky
331,Coahuayana,MX,18.7333,-103.6833,69.06,87,4,4.25,clear sky
332,Gao,ML,16.6362,1.637,58.5,17,0,11.52,clear sky
333,Aklavik,CA,68.2191,-135.0107,-30.17,84,73,2.68,broken clouds
334,Sur,OM,22.5667,59.5289,70.45,44,0,7.29,clear sky
335,Lunguletu,RO,44.6167,25.65,36.23,79,3,3.33,clear sky
336,Horta,PT,38.5333,-28.6333,58.23,77,4,14.7,clear sky
337,Coquimbo,CL,-29.9533,-71.3436,62.33,88,100,2.3,overcast clouds
338,Volzhskiy,RU,48.7858,44.7797,16.23,91,35,8.25,scattered clouds
339,Phimai,TH,15.2232,102.4947,78.35,56,87,7.96,overcast clouds
340,Portland,US,45.5234,-122.6762,46.85,86,0,3.0,clear sky
341,Termoli,IT,41.9888,14.9895,49.08,82,51,7.34,broken clouds
342,Progreso,MX,21.2833,-89.6667,69.12,80,92,17.85,overcast clouds
343,Hervey Bay,AU,-25.2986,152.8535,84.04,62,25,25.32,scattered clouds
344,Komsomolskiy,UZ,40.4272,71.7189,38.12,32,100,9.22,overcast clouds
345,Salalah,OM,17.0151,54.0924,68.25,79,4,3.33,clear sky
